"has_null","wave","gender","age","race","samerace","importance_same_race","importance_same_religion","field","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","attractive","sincere","intelligence","funny","ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","interests_correlate","expected_happy_with_sd_people","like","guess_prob_liked","met","decision","match"
1,15,"female",24,"European/Caucasian-American",1,6,3,"Film",20,10,20,35,5,10,7,7,10,9,8,1,1,1,1,1,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7,0.51,2,1,8,0,0,0
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,5,5,5,5,5,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,-0.12,6,5,5,0,0,0
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,6,6,6,10,6,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,0.15,6,5,5,0,0,0
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,5,5,5,5,5,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,0.24,6,5,5,0,1,0
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,6,8,8,8,8,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,-0.18,6,7,5,0,1,0
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,6,8,8,6,8,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,0.15,6,6,5,0,0,0
1,15,"female",28,"European/Caucasian-American",0,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,6,7,8,9,10,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,0.11,6,6,5,0,0,0
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,5,8,8,8,8,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,-0.09,6,5,5,0,0,0
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,8,8,8,6,8,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,-0.16,6,6,5,0,1,1
1,15,"female",28,"European/Caucasian-American",0,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,5,9,9,8,9,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,0.46,6,8,5,0,0,0
1,15,"female",28,"European/Caucasian-American",0,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,8,8,8,10,8,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,0.32,6,7,5,0,1,1
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,10,10,10,10,10,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,0.64,6,10,10,1,1,0
1,15,"female",28,"European/Caucasian-American",0,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,7,6,6,8,6,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,0.43,6,7,5,0,1,1
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,6,8,8,8,6,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,-0.3,6,6,5,0,1,0
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,6,8,7,7,7,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,-0.19,6,6,5,0,1,0
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,6,8,7,7,7,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,0.37,6,5,5,0,0,0
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,5,8,8,8,8,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,0.19,6,5,5,0,0,0
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,6,8,8,7,8,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,0.35,6,7,5,0,1,0
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,7,8,8,7,8,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,-0.03,6,6,5,0,1,1
1,15,"female",28,"European/Caucasian-American",1,8,1,"Film",25,25,25,10,10,5,7,7,7,7,10,4,4,4,10,4,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,0.39,6,8,5,0,0,0
1,15,"female",27,"European/Caucasian-American",0,10,5,"Higher Ed. - M.A.",25,20,10,20,15,10,7,9,7,6,6,3,9,9,8,8,9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4,0.1,4,4,8,0,0,0
1,15,"female",27,"European/Caucasian-American",0,10,5,"Higher Ed. - M.A.",25,20,10,20,15,10,7,9,7,6,6,7,6,5,5,4,9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4,0.43,4,6,8,0,0,0
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,7,10,10,4,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.53,8,3,8,0,0,0
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,10,10,10,10,7,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.11,8,10,9,0,1,1
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,10,10,10,10,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.36,8,9,8,0,1,0
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,10,10,10,10,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.42,8,10,9,0,1,1
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,7,10,10,8,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.35,8,6,10,0,1,0
1,15,"female",23,"European/Caucasian-American",0,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,6,10,9,4,8,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.17,8,4,4,0,0,0
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,4,10,9,4,9,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.21,8,4,9,0,0,0
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,10,10,9,10,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.11,8,5,9,0,1,1
1,15,"female",23,"European/Caucasian-American",0,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,7,10,10,10,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.64,8,4,9,0,0,0
1,15,"female",23,"European/Caucasian-American",0,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,6,10,10,10,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.16,8,6,10,0,0,0
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,9,10,10,7,9,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.44,8,9,8,0,1,1
1,15,"female",23,"European/Caucasian-American",0,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,3,3,3,3,3,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.34,8,1,4,0,0,0
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,7,10,10,6,8,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.06,8,7,7,0,1,1
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,10,10,10,10,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,-0.5,8,10,9,0,1,0
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,10,10,10,10,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.26,8,5,8,0,1,0
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,8,10,10,10,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.14,8,7,8,0,1,1
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,7,10,10,8,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.08,8,6,8,0,0,0
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,9,8,9,7,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,-0.32,8,8,4,0,1,1
1,15,"female",23,"European/Caucasian-American",1,9,6,"Education",20,20,20,20,20,0,8,8,9,8,9,0,0,0,0,0,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,0.49,8,0,0,0,0,0
1,15,"female",25,"European/Caucasian-American",1,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,6,8,8,7,7,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,0.22,7,8,7,0,0,0
1,15,"female",25,"European/Caucasian-American",1,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,8,5,8,10,8,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,0.47,7,8,9,0,1,1
1,15,"female",25,"European/Caucasian-American",1,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,7,8,8,9,8,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,0.66,7,7,6,0,0,0
1,15,"female",25,"European/Caucasian-American",1,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,5,9,9,9,9,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,0.54,7,8,7,0,1,0
1,15,"female",25,"European/Caucasian-American",1,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,7,8,9,8,9,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,0.73,7,8,4,0,0,0
1,15,"female",25,"European/Caucasian-American",0,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,5,7,9,9,8,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,0.34,7,6,4,0,0,0
1,15,"female",25,"European/Caucasian-American",1,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,4,10,10,4,4,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,-0.14,7,5,4,0,0,0
1,15,"female",25,"European/Caucasian-American",1,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,10,9,9,8,8,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,0.42,7,6,5,0,1,1
1,15,"female",25,"European/Caucasian-American",0,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,4,9,10,8,8,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,0.6,7,6,5,0,0,0
1,15,"female",25,"European/Caucasian-American",0,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,7,7,8,9,10,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,0.4,7,8,6,0,1,1
1,15,"female",25,"European/Caucasian-American",1,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,6,10,7,7,7,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,0.68,7,8,6,0,1,0
1,15,"female",25,"European/Caucasian-American",0,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,10,10,8,10,10,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,0.26,7,9,9,0,1,1
1,15,"female",25,"European/Caucasian-American",1,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,10,10,10,10,7,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,-0.35,7,9,10,0,1,1
1,15,"female",25,"European/Caucasian-American",1,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,8,7,8,9,9,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,0.44,7,7,7,0,1,0
1,15,"female",25,"European/Caucasian-American",1,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,6,7,7,7,7,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,-0.4,7,7,6,0,0,0
1,15,"female",25,"European/Caucasian-American",1,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,7,8,8,8,8,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,-0.14,7,7,6,0,1,0
1,15,"female",25,"European/Caucasian-American",1,5,8,"Elementary Education",25,20,20,20,10,5,8,8,6,8,6,7,9,9,7,9,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,-0.49,7,7,6,0,1,1
1,15,"female",26,"European/Caucasian-American",1,4,2,"School Psychology",15,10,30,10,15,20,7,8,9,9,9,8,8,8,8,8,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,0.03,4,8,6,0,1,0
1,15,"female",26,"European/Caucasian-American",1,4,2,"School Psychology",15,10,30,10,15,20,7,8,9,9,9,7,8,8,7,8,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,0.13,4,7,7,0,1,0
1,15,"female",26,"European/Caucasian-American",1,4,2,"School Psychology",15,10,30,10,15,20,7,8,9,9,9,7,8,8,7,7,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,-0.28,4,6,5,0,0,0
1,15,"female",26,"European/Caucasian-American",1,4,2,"School Psychology",15,10,30,10,15,20,7,8,9,9,9,7,7,7,7,7,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,-0.28,4,5,5,0,0,0
1,15,"female",26,"European/Caucasian-American",0,4,2,"School Psychology",15,10,30,10,15,20,7,8,9,9,9,7,8,8,6,8,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,0.79,4,6,6,0,0,0
1,15,"female",26,"European/Caucasian-American",0,4,2,"School Psychology",15,10,30,10,15,20,7,8,9,9,9,7,6,7,8,8,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,0.3,4,6,5,0,0,0
1,15,"female",26,"European/Caucasian-American",0,4,2,"School Psychology",15,10,30,10,15,20,7,8,9,9,9,8,6,6,7,7,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,-0.01,4,7,6,0,1,0
1,15,"female",26,"European/Caucasian-American",1,4,2,"School Psychology",15,10,30,10,15,20,7,8,9,9,9,8,8,8,8,8,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,0.21,4,8,7,0,1,0
1,15,"female",26,"European/Caucasian-American",1,4,2,"School Psychology",15,10,30,10,15,20,7,8,9,9,9,7,6,6,6,6,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,-0.57,4,5,5,0,0,0
1,15,"female",26,"European/Caucasian-American",1,4,2,"School Psychology",15,10,30,10,15,20,7,8,9,9,9,6,5,5,5,5,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,0.55,4,3,1,0,0,0
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,7,8,8,7,8,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,0.26,6,7,7,0,0,0
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,8,9,9,9,9,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,0.01,6,9,8,0,1,1
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,7,7,8,8,7,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,0.18,6,7,7,0,1,0
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,7,9,9,8,9,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,0.34,6,8,8,0,1,1
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,6,8,8,7,7,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,0.21,6,6,7,0,0,0
1,15,"female",25,"European/Caucasian-American",0,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,6,8,8,7,8,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,-0.22,6,6,7,0,0,0
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,6,8,8,7,7,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,-0.1,6,6,7,0,0,0
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,9,8,8,8,8,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,-0.06,6,8,7,0,1,1
1,15,"female",25,"European/Caucasian-American",0,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,6,8,8,7,8,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,0.65,6,6,6,0,0,0
1,15,"female",25,"European/Caucasian-American",0,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,7,9,8,8,8,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,0.19,6,7,7,0,0,0
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,8,8,8,8,8,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,0.24,6,8,8,0,1,1
1,15,"female",25,"European/Caucasian-American",0,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,9,8,8,8,8,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,-0.01,6,8,8,0,1,1
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,8,8,9,8,8,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,-0.06,6,8,7,0,1,0
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,7,7,7,7,8,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,-0.58,6,6,6,0,0,0
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,8,9,9,8,9,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,0.26,6,8,7,0,1,1
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,7,7,8,8,8,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,-0.09,6,7,7,0,1,1
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,7,8,8,8,7,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,0.3,6,7,7,0,0,0
1,15,"female",25,"European/Caucasian-American",1,5,2,"School Psychology",20,15,25,15,15,10,8,8,8,8,8,7,8,9,9,9,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,-0.28,6,7,7,0,1,1
1,15,"female",24,"European/Caucasian-American",1,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,4,8,8,6,8,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.35,4,4,4,0,0,0
1,15,"female",24,"European/Caucasian-American",1,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,5,6,6,6,6,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,-0.16,4,5,3,0,0,0
1,15,"female",24,"European/Caucasian-American",1,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,6,7,8,6,8,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.29,4,6,9,0,1,1
1,15,"female",24,"European/Caucasian-American",1,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,5,8,8,6,6,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.22,4,4,3,0,0,0
1,15,"female",24,"European/Caucasian-American",0,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,3,8,8,8,8,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.17,4,2,2,0,0,0
1,15,"female",24,"European/Caucasian-American",1,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,5,8,8,7,6,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.34,4,4,5,0,0,0
1,15,"female",24,"European/Caucasian-American",1,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,5,7,7,6,7,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.14,4,4,4,0,0,0
1,15,"female",24,"European/Caucasian-American",0,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,3,8,8,8,8,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.18,4,3,2,0,0,0
1,15,"female",24,"European/Caucasian-American",0,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,4,7,8,7,8,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.23,4,4,3,0,0,0
1,15,"female",24,"European/Caucasian-American",1,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,6,8,8,6,8,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.4,4,4,3,0,0,0
1,15,"female",24,"European/Caucasian-American",0,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,6,6,6,6,7,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.14,4,3,2,0,0,0
1,15,"female",24,"European/Caucasian-American",1,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,5,6,7,6,7,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,-0.04,4,3,3,0,0,0
1,15,"female",24,"European/Caucasian-American",1,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,6,8,8,7,8,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.21,4,4,3,0,0,0
1,15,"female",24,"European/Caucasian-American",1,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,6,8,8,8,8,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.35,4,5,4,0,0,0
1,15,"female",24,"European/Caucasian-American",1,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,6,7,8,6,6,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.54,4,5,3,0,0,0
1,15,"female",24,"European/Caucasian-American",1,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,6,8,7,6,7,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.45,4,5,4,0,0,0
1,15,"female",24,"European/Caucasian-American",1,1,6,"Counseling Psychology",22,17,15,15,15,16,8,8,7,8,8,3,1,3,4,2,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.27,4,1,1,0,0,0
1,15,"female",21,"European/Caucasian-American",1,1,1,"Law",20,30,20,20,0,10,8,10,9,7,5,6,10,10,2,10,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.29,7,6,2,0,0,0
1,15,"female",21,"European/Caucasian-American",1,1,1,"Law",20,30,20,20,0,10,8,10,9,7,5,7,10,10,2,8,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.47,7,7,7,0,1,1
1,15,"female",21,"European/Caucasian-American",0,1,1,"Law",20,30,20,20,0,10,8,10,9,7,5,4,10,8,5,10,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,-0.05,7,6,6,0,0,0
1,15,"female",21,"European/Caucasian-American",0,1,1,"Law",20,30,20,20,0,10,8,10,9,7,5,8,10,10,2,10,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,-0.04,7,6,4,0,0,0
1,15,"female",21,"European/Caucasian-American",0,1,1,"Law",20,30,20,20,0,10,8,10,9,7,5,4,10,10,10,10,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.33,7,8,7,0,0,0
1,15,"female",21,"European/Caucasian-American",1,1,1,"Law",20,30,20,20,0,10,8,10,9,7,5,9,10,6,6,6,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.7,7,6,6,0,0,0
1,15,"female",21,"European/Caucasian-American",0,1,1,"Law",20,30,20,20,0,10,8,10,9,7,5,9,10,10,10,10,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.32,7,9,10,0,1,1
1,15,"female",21,"European/Caucasian-American",1,1,1,"Law",20,30,20,20,0,10,8,10,9,7,5,6,8,9,8,10,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.59,7,6,7,0,0,0
1,15,"female",21,"European/Caucasian-American",1,1,1,"Law",20,30,20,20,0,10,8,10,9,7,5,5,10,9,5,10,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.04,7,7,7,0,0,0
1,15,"female",21,"European/Caucasian-American",1,1,1,"Law",20,30,20,20,0,10,8,10,9,7,5,8,10,10,6,10,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,-0.01,7,6,7,0,0,0
1,15,"female",21,"European/Caucasian-American",1,1,1,"Law",20,30,20,20,0,10,8,10,9,7,5,5,3,9,2,10,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.3,7,4,4,0,0,0
1,15,"female",30,"Asian/Pacific Islander/Asian-American",0,1,10,"Neuroscience and Education",10,20,20,10,10,30,8,8,8,8,8,6,10,6,6,6,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.26,6,6,8,0,1,0
1,15,"female",30,"Asian/Pacific Islander/Asian-American",0,1,10,"Neuroscience and Education",10,20,20,10,10,30,8,8,8,8,8,8,6,8,6,8,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.59,6,4,1,0,1,0
1,15,"female",30,"Asian/Pacific Islander/Asian-American",0,1,10,"Neuroscience and Education",10,20,20,10,10,30,8,8,8,8,8,4,8,6,6,6,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.44,6,4,6,0,1,0
1,15,"female",30,"Asian/Pacific Islander/Asian-American",1,1,10,"Neuroscience and Education",10,20,20,10,10,30,8,8,8,8,8,8,10,10,8,8,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.56,6,8,8,0,1,0
1,15,"female",30,"Asian/Pacific Islander/Asian-American",0,1,10,"Neuroscience and Education",10,20,20,10,10,30,8,8,8,8,8,8,10,10,6,8,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.74,6,8,8,0,1,0
